_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2410587,4155213,2017.0,2020.0,1957.0,PRIVATE,3,Etobicoke-Lakeshore,2696 BLOOR ST W,3,15,2020-11-04,75,Evaluation needs to be conducted in 2 years,17,4.0,3.0,2.0,5.0,3.0,3.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,,W0322,43.6503199258,-79.4985552052,304900.86199999996,4834263.452
2410588,4152738,2017.0,2020.0,1989.0,SOCIAL HOUSING,21,Scarborough Centre,3010 LAWRENCE AVE E,11,170,2020-11-04,92,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,E2130,43.7559421372,-79.24995508229999,325003.977,4845929.234
2410589,4152689,2017.0,2020.0,1959.0,PRIVATE,20,Scarborough Southwest,740 MIDLAND AVE,5,87,2020-11-04,77,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2024,43.7292557151,-79.256770973,324379.447,4843061.333000001
2410590,4154486,2019.0,2020.0,1966.0,PRIVATE,8,Eglinton-Lawrence,457 MARLEE AVE,4,31,2020-11-04,77,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0827,43.707934941400005,-79.4429642694,309381.057,4840665.642
2410591,4153422,2017.0,2020.0,1983.0,TCHC,13,Toronto Centre,25 MUTUAL ST,11,97,2020-11-04,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,S1332,43.654312876999995,-79.374349898,314919.44399999996,4834715.511
2410592,4155306,2017.0,2020.0,1973.0,PRIVATE,3,Etobicoke-Lakeshore,50 CORDOVA AVE,37,285,2020-11-04,84,Evaluation needs to be conducted in 2 years,20,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,W0321,43.647102911000005,-79.526466446,302648.878,4833907.435
2410593,4275806,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,2 WYCOMBE RD,3,40,2020-11-04,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,4.0,,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,N0627,43.743000226599996,-79.48713540520001,305820.727,4844559.755
2410594,4154618,2017.0,2020.0,1970.0,PRIVATE,6,York Centre,715 FINCH AVE W,11,85,2020-11-03,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0624,43.7692028899,-79.4622653177,307822.589,4847471.362
2410595,4153572,2017.0,2020.0,1980.0,TCHC,13,Toronto Centre,310 DUNDAS ST E,7,155,2020-11-03,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,S1329,43.658647098500005,-79.3706942093,315213.842,4835196.523
2410596,4155121,2017.0,2020.0,1982.0,SOCIAL HOUSING,5,York South-Weston,15 OXFORD DR,10,174,2020-11-03,84,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,,W0531,43.688879711999995,-79.491260721,305481.516,4838552.325
2410597,4152728,2017.0,2020.0,1972.0,PRIVATE,21,Scarborough Centre,30 ANTRIM CRES,10,135,2020-11-03,85,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,,E2123,43.772318050600006,-79.2859346865,322017.714,4847838.926
2410598,4153997,2018.0,2020.0,1950.0,PRIVATE,12,Toronto-St. Paul's,875 AVENUE RD,3,10,2020-11-03,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,S1227,43.6993433879,-79.4059378542,312366.12,4839713.938999999
2410599,4153998,2017.0,2020.0,1960.0,PRIVATE,12,Toronto-St. Paul's,893 AVENUE RD,3,10,2020-11-03,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,,4.0,,4.0,,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,,S1227,43.7003921332,-79.4063848317,312329.962,4839830.415
2410600,4153343,2017.0,2020.0,1916.0,SOCIAL HOUSING,12,Toronto-St. Paul's,1435 BATHURST ST,3,15,2020-11-03,71,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,,,S1236,43.6823886069,-79.4176648249,311422.714,4837829.2639999995
2410601,4153581,2017.0,2020.0,1976.0,TCHC,13,Toronto Centre,330 GERRARD ST E,7,81,2020-11-03,71,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,S1327,43.66260055,-79.365387025,315640.938,4835637.373
2410602,4154497,2017.0,2020.0,1965.0,PRIVATE,8,Eglinton-Lawrence,1079 LAWRENCE AVE W,3,15,2020-11-03,89,Evaluation needs to be conducted in 3 years,16,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,,N0826,43.711974339899996,-79.4627656492,307785.025,4841113.531
2410603,4154498,2017.0,2020.0,1958.0,PRIVATE,8,Eglinton-Lawrence,1111 LAWRENCE AVE W,3,15,2020-11-03,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,,N0826,43.71185691189999,-79.4634512114,307729.784,4841100.462
2410604,4155302,2017.0,2020.0,1974.0,PRIVATE,3,Etobicoke-Lakeshore,52 MABELLE AVE,22,310,2020-11-03,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,,W0321,43.6464029439,-79.5294506955,302408.377,4833828.787
2410605,4243431,2017.0,2020.0,1968.0,PRIVATE,7,Humber River-Black Creek,2801 JANE ST,17,234,2020-11-03,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,W0730,43.750216797,-79.515167827,303562.808,4845362.501
2410606,4155431,2017.0,2020.0,1962.0,PRIVATE,1,Etobicoke North,40 TORBOLTON DR,3,17,2020-11-03,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,5.0,4.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,,W0130,43.7198931386,-79.5585311012,300068.36,4841994.413
2410607,4154620,2017.0,2020.0,1994.0,SOCIAL HOUSING,6,York Centre,15 TORRESDALE AVE,7,61,2020-11-03,65,Evaluation needs to be conducted in 1 year,19,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,N0622,43.773480632100004,-79.4511037364,308720.91,4847947.07
2410608,4153102,2017.0,2020.0,1974.0,PRIVATE,9,Davenport,730 ST CLARENS AVE,18,275,2020-11-03,80,Evaluation needs to be conducted in 2 years,20,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,S0930,43.667270761000005,-79.44567156,309165.49600000004,4836148.864
2410609,4155962,2017.0,2020.0,1969.0,PRIVATE,6,York Centre,1085 STEELES AVE W,15,100,2020-11-03,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,N0622,43.791214032,-79.44875271800001,308924.363,4849959.367
2410610,4154589,,2020.0,1954.0,PRIVATE,6,York Centre,23 ROSSEAU RD,3,11,2020-11-03,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,3.0,,N0629,43.743260449,-79.43682504739999,309872.882,4844590.495
2410611,4154590,,2020.0,1954.0,PRIVATE,6,York Centre,25 ROSSEAU RD,3,11,2020-11-03,70,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,4.0,3.0,4.0,,4.0,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,,3.0,3.0,,N0629,43.74342265520001,-79.43700806310001,309858.12899999996,4844608.506
2410612,4156504,2017.0,2020.0,1966.0,PRIVATE,6,York Centre,41 BROOKWELL DR,4,38,2020-11-03,86,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0625,43.744053862399994,-79.4951490688,305175.28,4844676.739
2410613,4155235,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,169 BERRY RD,4,25,2020-11-03,76,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0329,43.637123520500005,-79.4874115114,305800.066,4832797.477
2410614,4152940,2017.0,2020.0,1929.0,PRIVATE,4,Parkdale-High Park,2010 BLOOR ST W,3,24,2020-11-03,67,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,2.0,4.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,S0428,43.652849679,-79.469860803,307215.325,4834545.847
2410615,4154459,2017.0,2020.0,1966.0,PRIVATE,6,York Centre,41-51 BROOKWELL DR,4,48,2020-11-03,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,N0625,43.744081781000006,-79.49503543899999,305180.295,4844713.7360000005
2410616,4153056,2019.0,2020.0,1930.0,PRIVATE,4,Parkdale-High Park,1643 BLOOR ST W,3,24,2020-11-03,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,,S0432,43.655253044,-79.455904958,308340.964,4834813.343
2410617,4152898,2020.0,2020.0,1958.0,PRIVATE,4,Parkdale-High Park,93 COE HILL DR,4,33,2020-11-03,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,3.0,5.0,,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,S0430,43.641442247600004,-79.4724449481,307007.54600000003,4833277.515
2410618,4152730,2017.0,2020.0,1969.0,PRIVATE,21,Scarborough Centre,5 BROCKLEY DR,21,254,2020-11-03,80,Evaluation needs to be conducted in 2 years,19,4.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,,E2129,43.753482896099996,-79.2626268384,323900.045,4845751.469
2410619,4153585,2017.0,2020.0,1980.0,TCHC,13,Toronto Centre,55 BLEECKER ST,14,260,2020-11-03,72,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,S1323,43.664421836,-79.37226324,315086.04600000003,4835838.834
2410620,4154722,2017.0,2020.0,1960.0,PRIVATE,18,Willowdale,6171 BATHURST ST,13,170,2020-11-03,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,N1821,43.7898670361,-79.4451703972,309197.325,4849767.841
2410621,4154472,2017.0,2020.0,1969.0,PRIVATE,7,Humber River-Black Creek,20 BROADOAKS DR,9,177,2020-11-03,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,W0731,43.7577107844,-79.4909188845,305515.869,4846193.988
2410622,4155263,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,7 CROWN HILL PL,4,35,2020-11-03,79,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.6386262832,-79.4911761302,305496.279,4832964.393
2410623,4154721,2017.0,2020.0,1960.0,PRIVATE,18,Willowdale,6161 BATHURST ST,13,170,2020-11-03,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,N1821,43.78886620310001,-79.44634919890001,309102.531,4849656.589
2410624,4154622,2017.0,2020.0,1964.0,PRIVATE,6,York Centre,5950 BATHURST ST,12,133,2020-11-03,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,N0622,43.7833167719,-79.4460923651,309123.62899999996,4849040.079
2410625,4155234,2017.0,2020.0,1947.0,PRIVATE,3,Etobicoke-Lakeshore,3 NEWHOLM RD,4,25,2020-11-03,74,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,4.0,4.0,,3.0,,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,W0329,43.6360787547,-79.48763013840001,305782.438,4832681.407
2410626,4155233,2017.0,2020.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,5 NEWHOLM RD,4,27,2020-11-03,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,2.0,3.0,3.0,,3.0,,4.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,,W0329,43.635644689799996,-79.4874066551,305800.477,4832633.187
2410627,4155237,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,8 NEWHOLM RD,4,26,2020-11-03,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,W0329,43.635482222700006,-79.4882224103,305734.649,4832615.13
2410628,4242360,2017.0,2020.0,2016.0,PRIVATE,9,Davenport,1544 DUNDAS ST W,8,95,2020-11-03,97,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,S0933,43.650010077,-79.433231873,310163.17699999997,4834237.074
2410629,4152946,2017.0,2020.0,1997.0,SOCIAL HOUSING,4,Parkdale-High Park,2750 DUNDAS ST W,6,30,2020-11-03,72,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,,4.0,4.0,4.0,S0429,43.665346577,-79.46092314100001,307935.755,4835938.396000001
2410630,4154322,2017.0,2020.0,1984.0,PRIVATE,5,York South-Weston,15 MARTHA EATON WAY,23,364,2020-11-03,82,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,W0528,43.696553916999996,-79.48846403600001,305714.067,4839400.786
2410631,4233149,2017.0,2020.0,1980.0,PRIVATE,5,York South-Weston,25 MARTHA EATON WAY,23,318,2020-11-03,93,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,W0528,43.698103059,-79.48903821,305667.766,4839572.884
2410632,4155375,2017.0,2020.0,1965.0,PRIVATE,2,Etobicoke Centre,287 MARKLAND DR,10,118,2020-11-03,80,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,W0233,43.6275335945,-79.5780494311,298485.94899999996,4831734.901000001
2410633,4154709,2017.0,2020.0,1961.0,PRIVATE,18,Willowdale,286 FINCH AVE W,4,47,2020-11-03,86,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,5.0,4.0,,3.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,,N1822,43.774699028,-79.440090341,309595.94399999996,4848123.374
2410634,4154251,2018.0,2020.0,1993.0,SOCIAL HOUSING,7,Humber River-Black Creek,3001 FINCH AVE W,14,166,2020-11-02,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,W0727,43.747070571,-79.562597925,299742.782,4845014.81
2410635,4155377,2017.0,2020.0,1965.0,PRIVATE,2,Etobicoke Centre,210 MARKLAND DR,13,151,2020-11-02,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,3.0,3.0,,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,,W0233,43.6301975537,-79.5798906401,298337.645,4832030.995
2410636,4156565,2017.0,2020.0,1968.0,PRIVATE,5,York South-Weston,15 HARDING AVE,19,335,2020-11-02,77,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,W0528,,,304655.788,4839682.129
2410637,4155077,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,524 HARVIE AVE,3,29,2020-11-02,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0921,43.690686289,-79.455914851,308342.955,4838761.115
2410638,4155076,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,526 HARVIE AVE,3,29,2020-11-02,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0921,43.690799353,-79.456216348,308313.74600000004,4838762.298
2410639,4155075,2017.0,2020.0,1958.0,PRIVATE,9,Davenport,554 HARVIE AVE,4,15,2020-11-02,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,S0921,43.691729939,-79.456536022,308287.92600000004,4838865.6680000005
2410640,4155386,2017.0,2020.0,1960.0,PRIVATE,2,Etobicoke Centre,25 EVA RD,5,48,2020-11-02,72,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,,W0233,43.638931663,-79.56335609899999,299581.049,4833030.633
2410641,4155071,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,500 GILBERT AVE,3,29,2020-11-02,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,S0921,43.691812331099996,-79.4635662158,307721.469,4838873.59
2410642,4155070,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,502 GILBERT AVE,3,23,2020-11-02,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
2410643,4154330,2017.0,2020.0,1971.0,PRIVATE,5,York South-Weston,1747-1755 JANE ST,15,102,2020-11-02,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0528,43.704957416999996,-79.503637456,304459.00399999996,4840344.142
2410644,4155399,2017.0,2020.0,1960.0,PRIVATE,2,Etobicoke Centre,530 THE EAST MALL,7,110,2020-11-02,86,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,5.0,4.0,5.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,W0232,43.651534375699995,-79.563209379,299685.571,4834400.211
2410645,4154634,2017.0,2020.0,1972.0,PRIVATE,6,York Centre,1875 STEELES AVE W,4,120,2020-11-02,75,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,N0622,43.787093865,-79.467715903,307382.726,4849459.76
2410646,4155385,2017.0,2020.0,1960.0,PRIVATE,2,Etobicoke Centre,351 THE WEST MALL,5,49,2020-11-02,78,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,3.0,3.0,3.0,,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,,W0233,43.638729618999996,-79.564232582,299601.61,4832978.702
2410647,4155748,2017.0,2020.0,1966.0,PRIVATE,2,Etobicoke Centre,30 FONTENAY CRT,14,96,2020-11-02,94,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,W0230,43.683261189,-79.512454519,303780.01,4837924.146000001
2410648,4155531,2017.0,2020.0,1993.0,TCHC,3,Etobicoke-Lakeshore,250 TWELFTH ST,14,178,2020-11-02,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,W0335,43.6006696381,-79.5115220432,303854.172,4828747.612
2410649,4155245,2017.0,2020.0,1965.0,PRIVATE,3,Etobicoke-Lakeshore,177 BERRY RD,4,23,2020-11-02,82,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,W0329,43.63682197520001,-79.4892158365,305654.469,4832763.96
2410650,4155244,2017.0,2020.0,1953.0,PRIVATE,3,Etobicoke-Lakeshore,179 BERRY RD,4,23,2020-11-02,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,W0329,43.6366442394,-79.4899445536,305595.659,4832744.208000001
2410651,4155240,2017.0,2020.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,187 BERRY RD,4,30,2020-11-02,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0329,43.6361245275,-79.49246033060001,305392.63300000003,4832686.451
2410652,4155470,2017.0,2020.0,1977.0,TCHC,3,Etobicoke-Lakeshore,100 CAVELL AVE,7,300,2020-11-02,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,W0336,43.6154876721,-79.4969959174,305026.782,4830393.808
2410653,4154323,2017.0,2020.0,1965.0,PRIVATE,5,York South-Weston,101 BROOKHAVEN DR,3,19,2020-11-02,82,Evaluation needs to be conducted in 2 years,17,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,,W0528,43.7034048782,-79.49483763180001,305200.553,4840160.923
2410654,4155736,2017.0,2020.0,1967.0,PRIVATE,6,York Centre,6020 BATHURST ST,11,149,2020-11-02,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,N0622,43.7870875087,-79.4473742209,309020.18,4849458.928
2410655,4155737,2017.0,2020.0,1967.0,PRIVATE,6,York Centre,6030 BATHURST ST,19,247,2020-11-02,79,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,N0622,43.78782263430001,-79.4475892246,309002.816,4849540.586
2410656,4156071,2017.0,2020.0,1970.0,PRIVATE,6,York Centre,6040 BATHURST ST,17,202,2020-11-02,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,,N0622,43.7890444892,-79.4476519388,309058.568,4849670.127
2410657,4154327,2017.0,2020.0,1959.0,PRIVATE,5,York South-Weston,1724 LAWRENCE AVE W,3,30,2020-11-02,75,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,,W0528,43.704899460600004,-79.4973466692,304998.33,4840326.9569999995
